fecha;resultadok;Lote;Talla
13/10/2022;50.18;2220PC-16707E;70-80
13/10/2022;50.18;2220PC-16707E;70-80
14/10/2022;50.18;2220PC-16708E;70-80
14/10/2022;55.52;2220PC-16708E;70-80
14/10/2022;53.38;2220PC-16708E;70-80
14/10/2022;58.72;2220PC-16709E;60-70
14/10/2022;53.38;2220PC-16709E;60-70
11/10/2022;50.18;2220PC-17293E;60-70
11/10/2022;42.71;2220PC-17293E;60-70
11/10/2022;69.4;2220PC-17293E;70-80
11/10/2022;53.38;2220PC-17293E;70-80
14/10/2022;50.18;2220PC-17294E;70-80
20/10/2022;50.18;2220PC-17296C;36-40
20/10/2022;58.72;2220PC-17299C;31-35
16/10/2022;96.09;2220PC-18771E;40-50
18/10/2022;80.08;2220PC-60012C;71-90
18/10/2022;53.38;2220PC-60013C;61-70
18/10/2022;53.38;2220PC-60014C;71-90
18/10/2022;64.06;2220PC-60015C;BR. SMALL
19/10/2022;96.09;2220PC-60016C;71-90
19/10/2022;99.29;2220PC-60017C;71-90
11/10/2022;64.06;2220PC-6003C;BR. SMALL
13/10/2022;60.86;2220PC-6005C;BR. SMALL
14/10/2022;70.47;2220PC-6006C;BR. SMALL
15/10/2022;99.29;2220PC-6007C;BR. SMALL
15/10/2022;71.53;2220PC-6008C;71-90
16/10/2022;53.38;2220PC-6009C;BR. SMALL
20/10/2022;7.47;2220PC-70010C;36-40
23/10/2022;8.54;2220PC-70013C;BR. SMALL
23/10/2022;8.54;2220PC-70014C;BR. SMALL
23/10/2022;8.54;2220PC-70015C;BR. SMALL
23/10/2022;8.54;2220PC-7001C;BR. SMALL
10/10/2022;9.61;2220PC-7001C;BR. SMALL
23/10/2022;8.54;2220PC-7002C;BR. SMALL
23/10/2022;8.54;2220PC-7002C;BR. SMALL
10/10/2022;8.54;2220PC-7002C;BR. SMALL
13/10/2022;9.61;2220PC-7003C;BR. SMALL
12/10/2022;9.61;2220PC-7004C;BR. SMALL
13/10/2022;8.54;2220PC-7005C;36-40
15/10/2022;8.54;2220PC-7006C;BR. SMALL
16/10/2022;8.54;2220PC-7007C;BR. SMALL
16/10/2022;7.47;2220PC-7008C;41-50
20/10/2022;9.61;2220PC-7009C;BR. SMALL
12/10/2022;74.74;2220PC-800113E;70-80
11/10/2022;53.38;2220PC-80011E;71-90
12/10/2022;58.72;2220PC-80012E;61-70
10/10/2022;80.08;2220PC-80021C;31-35
20/10/2022;50.18;2220PC-80021C;31-35
21/10/2022;52.32;2220PC-80022C;71-90
22/10/2022;64.06;2220PC-80023C;31-35
22/10/2022;58.72;2220PC-80025C;31-35
20/10/2022;9.61;2220PC-900110C;61-70
10/10/2022;90.75;2220PC-90011C;61-70
09/10/2022;50.18;2220PC-90011E;80-100
09/10/2022;66.2;2220PC-90011E;80-100
09/10/2022;50.18;2220PC-90011E;70-80
12/10/2022;59.79;2220PC-90012C;61-70
10/10/2022;50.18;2220PC-90012E;60-70
10/10/2022;53.38;2220PC-90012E;60-70
10/10/2022;53.38;2220PC-90012E;60-70
13/10/2022;57.65;2220PC-90013C;61-70
11/10/2022;58.72;2220PC-90014E;50-60
11/10/2022;50.18;2220PC-90014E;50-60
14/10/2022;74.74;2220PC-90015C;61-70
12/10/2022;58.72;2220PC-90015E;80-100
14/10/2022;51.25;2220PC-90016E;70-80
14/10/2022;53.38;2220PC-90016E;70-80
18/10/2022;64.06;2220PC-90017C;61-70
18/10/2022;57.65;2220PC-90017C;61-70
15/10/2022;50.18;2220PC-90017E;60-70
15/10/2022;50.18;2220PC-90017E;60-70
15/10/2022;50.18;2220PC-90017E;60-70
15/10/2022;50.18;2220PC-90017E;60-70
16/10/2022;53.38;2220PC-90018E;60-70
19/10/2022;9.61;2220PC-90019C;26-30
18/10/2022;9.61;2220PC-90019C;31-35
19/10/2022;80.08;2220PC-9503C;26-30
20/10/2022;53.38;2220PC-9504C;26-30
13/10/2022;9.61;2220PC-95210C;BR. SMALL
14/10/2022;9.61;2220PC-95211C;BR. SMALL
15/10/2022;9.61;2220PC-95212C;BR. SMALL
15/10/2022;9.61;2220PC-95213C;BR. SMALL
16/10/2022;8.54;2220PC-95214C;BR. SMALL
16/10/2022;8.54;2220PC-95215C;BR. SMALL
16/10/2022;9.61;2220PC-95216C;BR. SMALL
18/10/2022;9.61;2220PC-95217C;BR. SMALL
18/10/2022;8.54;2220PC-95218C;BR. SMALL
19/10/2022;8.54;2220PC-95219C;BR. SMALL
20/10/2022;7.47;2220PC-95219C;BR. SMALL
20/10/2022;9.61;2220PC-95220C;BR. SMALL
20/10/2022;8.54;2220PC-95221C;51-60
20/10/2022;7.47;2220PC-95222C;61-70
22/10/2022;9.61;2220PC-95224C;51-60
22/10/2022;8.54;2220PC-95225C;51-60
22/10/2022;9.61;2220PC-95226C;61-70
22/10/2022;8.54;2220PC-95227C;BR. SMALL
22/10/2022;8.54;2220PC-95228C;51-60
22/10/2022;9.61;2220PC-95229C;61-70
22/10/2022;8.54;2220PC-9522C;BR. SMALL
22/10/2022;9.61;2220PC-95230C;51-60
10/10/2022;8.54;2220PC-9523C;BR. SMALL
11/10/2022;7.47;2220PC-9524C;BR. SMALL
11/10/2022;9.61;2220PC-9525C;BR. SMALL
13/10/2022;9.61;2220PC-9526C;BR. SMALL
13/10/2022;8.54;2220PC-9527C;BR. SMALL
13/10/2022;9.61;2220PC-9528C;BR. SMALL
13/10/2022;7.47;2220PC-9529C;BR. SMALL
